,date,zip_code,latitude,longitude,num_mosquitos,percent_employed,percent_no_health,percent_public_health,total_population,population_porportion,percent_age_over_65,percent_age_under_14,percent_low_income,land_area,water_area,year,week,previous_year_cases,previous_year_deaths,at_risk_population_percent,at_risk_population,high_risk_infection_percent
0,2007-05-29,60608,41.865502666666664,-87.65243600000001,4,60.9000015258789,29.5,36.099998474121094,78794.0,0.006131562404334545,7.700000286102295,18.400001525878906,19.5,7.3,0.0,2007,22,0.1778153097257018,,26.1000018119812,20565.235427732467,0.046409799060388154
1,2007-05-29,60608,41.865502666666664,-87.65243600000001,4,60.9000015258789,29.5,36.099998474121094,78794.0,0.006131562404334545,7.700000286102295,18.400001525878906,19.5,7.3,0.0,2007,22,0.1778153097257018,,26.1000018119812,20565.235427732467,0.046409799060388154
2,2007-05-29,60608,41.865502666666664,-87.65243600000001,4,60.9000015258789,29.5,36.099998474121094,78794.0,0.006131562404334545,7.700000286102295,18.400001525878906,19.5,10.9,0.1,2007,22,0.1778153097257018,,26.1000018119812,20565.235427732467,0.046409799060388154
3,2007-05-29,60611,41.891126,-87.61156,3,69.40000152587889,5.400000095367432,20.0,29722.0,0.0023128956090658907,19.299999237060547,4.400000095367432,9.299999237060547,10.3,1.9,2007,22,0.06707397266291083,,23.69999933242798,7044.113801584244,0.015896531073342792
4,2007-05-29,60611,41.891126,-87.61156,3,69.40000152587889,5.400000095367432,20.0,29722.0,0.0023128956090658907,19.299999237060547,4.400000095367432,9.299999237060547,10.3,1.9,2007,22,0.06707397266291083,,23.69999933242798,7044.113801584244,0.015896531073342792
5,2007-05-29,60614,41.921843333333335,-87.64354166666668,7,78.0,6.0,10.5,68363.0,0.0053198467940092095,8.199999809265138,12.5,12.09999942779541,7.1,0.0,2007,22,0.15427555702626708,,20.699999809265137,14151.140869607925,0.031935040010180014
6,2007-05-29,60614,41.921843333333335,-87.64354166666668,7,78.0,6.0,10.5,68363.0,0.0053198467940092095,8.199999809265138,12.5,12.09999942779541,2.5,0.0,2007,22,0.15427555702626708,,20.699999809265137,14151.140869607925,0.031935040010180014
7,2007-05-29,60614,41.921843333333335,-87.64354166666668,7,78.0,6.0,10.5,68363.0,0.0053198467940092095,8.199999809265138,12.5,12.09999942779541,2.5,0.0,2007,22,0.15427555702626708,,20.699999809265137,14151.140869607925,0.031935040010180014
8,2007-05-29,60620,41.732984,-87.649642,1,55.5,20.700000762939453,48.70000076293945,73253.0,0.0057003749534487716,15.999999046325685,19.899999618530273,22.399999618530273,5.1,0.0,2007,22,0.16531087365001437,,35.89999866485596,26297.826021966936,0.05934660143321688
9,2007-05-29,60631,41.999128999999996,-87.795585,1,64.40000152587889,9.300000190734863,24.20000076293945,28899.0,0.002248851815238595,18.5,16.700000762939453,7.699999809265138,13.9,1.5,2007,22,0.06521670264191926,,35.20000076293945,10172.448220481872,0.02295627982751953
10,2007-05-29,60634,41.95469,-87.800991,2,68.0,21.899999618530273,29.899999618530273,72718.0,0.005658742506057024,12.799999237060547,17.200000762939453,10.5,7.1,0.0,2007,22,0.1641035326756537,,30.0,21815.399999999998,0.04923105980269611
11,2007-05-29,60634,41.95469,-87.800991,2,68.0,21.899999618530273,29.899999618530273,72718.0,0.005658742506057024,12.799999237060547,17.200000762939453,10.5,7.1,0.0,2007,22,0.1641035326756537,,30.0,21815.399999999998,0.04923105980269611
