,date,zip_code,wnv_probablitiy,cost_to_spray,spray_metric
0,2007-05-29,60608,0.2241711090167084,16000.000000000084,28.8133227064029
1,2007-05-29,60611,0.18944712620636986,2000.000000000001,66.72435581903807
2,2007-05-29,60614,0.371672408834275,8000.00000000001,65.7448576845041
3,2007-05-29,60620,0.2241711090167084,17749.999999999956,33.21246661449462
4,2007-05-29,60631,0.2241711090167084,9250.000000000005,24.65263782703202
5,2007-05-29,60634,0.2241711090167084,17749.99999999985,27.55145020644023
7,2007-05-29,60643,0.2241711090167084,18249.999999999985,23.74964366240649
8,2007-05-29,60645,0.2241711090167084,5750.000000000002,64.01371709661379
9,2007-05-29,60646,0.18944712620636986,11499.999999999924,18.610769117214822
10,2007-05-29,60647,0.371672408834275,10000.0,77.41153255921371
11,2007-05-29,60651,0.2241711090167084,8750.0,50.44567419949618
12,2007-05-29,60654,0.2241711090167084,1500.0000000000018,21.840542922479646
13,2007-05-29,60656,0.2241711090167084,8250.00000000002,25.301858571254847
14,2007-06-05,60605,0.2241711090167084,2999.9999999999986,31.16220484538855
15,2007-06-05,60607,0.2241711090167084,5750.000000000016,14.600228868811332
16,2007-06-05,60608,0.2241711090167084,16000.000000000084,28.8133227064029
17,2007-06-05,60613,0.18944712620636986,5499.9999999999845,30.712754761392315
18,2007-06-05,60614,0.371672408834275,8000.000000000009,65.7448576845041
19,2007-06-05,60618,0.2241711090167084,12750.000000000022,46.92852868478566
20,2007-06-05,60619,0.2241711090167084,15000.0,32.60014666678346
21,2007-06-05,60620,0.2241711090167084,17749.999999999956,33.21246661449462
22,2007-06-05,60622,0.2241711090167084,6250.0,41.657115604387826
23,2007-06-05,60623,0.2241711090167084,13500.0,47.2299854373267
24,2007-06-05,60625,0.17765702231977454,9749.999999999987,38.12973407685522
25,2007-06-05,60626,0.18944712620636986,4250.000000000001,53.487988991470836
26,2007-06-05,60630,0.3251583221373412,11999.999999999953,49.72175252892871
27,2007-06-05,60631,0.17765702231977454,9250.000000000005,19.53737146543673
28,2007-06-05,60634,0.17765702231977454,17749.99999999985,21.834698618111787
29,2007-06-05,60638,0.17765702231977454,27750.00000000004,11.802097129394026
30,2007-06-05,60639,0.17765702231977454,12250.000000000016,42.931723337885245
31,2007-06-05,60641,0.17765702231977454,10000.0,37.320074089058025
33,2007-06-05,60643,0.18944712620636986,18249.999999999985,20.070836781794586
34,2007-06-05,60647,0.3251583221373412,10000.0,67.72362823482436
35,2007-06-05,60651,0.17765702231977454,8750.0,39.97851599390532
36,2007-06-05,60654,0.17765702231977454,1500.0000000000018,17.308768460282536
37,2007-06-05,60655,0.17765702231977454,10999.999999999965,14.787887901726208
38,2007-06-05,60656,0.17765702231977454,8250.00000000002,20.051883013123547
39,2007-06-05,60659,0.17765702231977454,5000.0,46.921993522306835
40,2007-06-05,60660,0.17765702231977454,3249.999999999997,47.82242833465529
41,2007-06-05,60707,0.18944712620636986,9000.000000000031,28.141014312580744
43,2007-06-26,60607,0.17765702231977454,5750.000000000016,11.57077376026588
44,2007-06-26,60608,0.17765702231977454,16000.000000000084,22.83474055872541
45,2007-06-26,60611,0.17765702231977454,2000.000000000001,62.57181414355417
46,2007-06-26,60612,0.17765702231977454,9249.999999999995,20.56489303220948
47,2007-06-26,60613,0.17765702231977454,5499.9999999999845,28.801368843160503
48,2007-06-26,60614,0.17765702231977454,8000.000000000009,31.425619366527574
49,2007-06-26,60618,0.18944712620636986,12750.000000000022,39.659325126339965
50,2007-06-26,60622,0.3251583221373412,6250.0,60.423298409941076
51,2007-06-26,60623,0.17765702231977454,13500.0,37.430062302883016
52,2007-06-26,60625,0.17765702231977454,9749.999999999987,38.12973407685522
53,2007-06-26,60626,0.17765702231977454,4250.000000000001,50.15920296276355
54,2007-06-26,60630,0.17765702231977454,11999.999999999953,27.166515194032502
55,2007-06-26,60631,0.17765702231977454,9250.000000000005,19.53737146543673
56,2007-06-26,60634,0.17765702231977454,17749.99999999985,21.834698618111787
57,2007-06-26,60640,0.18944712620636986,5999.999999999999,45.523385863627205
58,2007-06-26,60641,0.3251583221373412,10000.0,68.30539268522156
60,2007-06-26,60643,0.17765702231977454,18249.99999999999,18.821742876350577
61,2007-06-26,60645,0.17765702231977454,5750.000000000002,50.731275840533094
62,2007-06-26,60646,0.17765702231977454,11499.999999999924,17.45254145921182
63,2007-06-26,60647,0.17765702231977454,10000.0,37.00221496347978
64,2007-06-26,60654,0.17765702231977454,1500.0000000000018,17.308768460282536
65,2007-06-26,60655,0.18944712620636986,10999.999999999965,15.769277392262948
66,2007-06-26,60656,0.3251583221373412,8250.00000000002,36.70013462516408
67,2007-06-26,60659,0.17765702231977454,5000.0,46.921993522306835
68,2007-06-26,60707,0.17765702231977454,9000.000000000031,26.389678787659292
70,2007-06-29,60607,0.17765702231977454,5750.000000000016,11.57077376026588
71,2007-06-29,60608,0.17765702231977454,16000.000000000084,22.83474055872541
72,2007-06-29,60613,0.17765702231977454,5499.9999999999845,28.801368843160503
73,2007-06-29,60614,0.18944712620636986,8000.000000000009,33.5111621286091
74,2007-06-29,60618,0.3251583221373412,12750.000000000022,68.06943907469211
75,2007-06-29,60620,0.17765702231977454,17749.999999999956,26.321089941105008
76,2007-06-29,60622,0.17765702231977454,6250.0,33.01352769840896
77,2007-06-29,60626,0.17765702231977454,4250.000000000001,50.15920296276355
78,2007-06-29,60628,0.17765702231977454,27250.000000000004,16.830541744581176
79,2007-06-29,60630,0.17765702231977454,11999.999999999953,27.166515194032502
80,2007-06-29,60631,0.17765702231977454,9250.000000000005,19.53737146543673
81,2007-06-29,60634,0.18944712620636986,17749.99999999985,23.28374556080268
82,2007-06-29,60638,0.3251583221373412,27750.00000000004,21.600891708002838
83,2007-06-29,60639,0.17765702231977454,12250.000000000016,42.931723337885245
84,2007-06-29,60641,0.17765702231977454,10000.0,37.320074089058025
85,2007-06-29,60643,0.17765702231977454,18249.999999999985,18.82174287635059
86,2007-06-29,60645,0.17765702231977454,5750.000000000002,50.731275840533094
87,2007-06-29,60646,0.17765702231977454,11499.999999999924,17.45254145921182
88,2007-06-29,60651,0.17765702231977454,8750.0,39.97851599390532
89,2007-06-29,60654,0.18944712620636986,1500.0000000000018,18.457454707699398
90,2007-06-29,60655,0.3251583221373412,10999.999999999965,27.065661437381692
91,2007-06-29,60656,0.17765702231977454,8250.00000000002,20.051883013123547
92,2007-06-29,60659,0.17765702231977454,5000.0,46.921993522306835
93,2007-06-29,60707,0.17765702231977454,9000.000000000031,26.389678787659292
95,2007-07-02,60605,0.17765702231977454,2999.9999999999986,24.696244516227758
96,2007-07-02,60607,0.17765702231977454,5750.000000000016,11.57077376026588
97,2007-07-02,60608,0.18944712620636986,16000.000000000084,24.350154697133256
98,2007-07-02,60611,0.3251583221373412,2000.000000000001,114.52261123338099
99,2007-07-02,60612,0.17765702231977454,9249.999999999996,20.56489303220948
