,date,zip_code,latitude,longitude,num_mosquitos,total_population,population_porportion,land_area,water_area,year,week,averaged_cases,averaged_deaths,at_risk_population_percent,at_risk_population,proportional_averaged_cases,proportional_averaged_deaths,high_risk_infection_percent,wnv_probablitiy,cost_to_spray,spray_metric
0,2007-05-29,60608,41.865502666666664,-87.65243600000001,4,78794.0,0.006131562404334545,6.400000000000033,0.20000000000000104,2007,22,168.4,12.75,26.1000018119812,20565.235427732467,1.0325551088899374,0.07817742065526545,43.95240305137634,0.2241711090167084,16000.000000000084,28.8133227064029
1,2007-05-29,60611,41.891126,-87.61156,3,29722.0,0.0023128956090658907,0.8000000000000004,0.6,2007,22,168.4,12.75,23.69999933242798,7044.113801584244,0.389491620566696,0.02948941901559011,39.910798875808716,0.1894471262063698,2000.000000000001,66.72435581903807
2,2007-05-29,60614,41.921843333333335,-87.64354166666668,7,68363.0,0.0053198467940092095,3.200000000000004,0.2999999999999989,2007,22,168.4,12.75,20.699999809265137,14151.140869607925,0.8958622001111509,0.06782804662361742,34.85879967880249,0.371672408834275,8000.00000000001,65.7448576845041
3,2007-05-29,60620,41.732984,-87.649642,1,73253.0,0.0057003749534487716,7.099999999999983,0.0,2007,22,168.4,12.75,35.89999866485596,26297.826021966936,0.9599431421607731,0.07267978065647183,60.45559775161743,0.2241711090167084,17749.999999999956,33.21246661449462
4,2007-05-29,60631,41.999128999999996,-87.795585,1,28899.0,0.002248851815238595,3.7000000000000024,0.0,2007,22,168.4,12.75,35.20000076293945,10172.448220481872,0.3787066456861794,0.028672860644292086,59.27680128479005,0.2241711090167084,9250.000000000005,24.65263782703202
5,2007-05-29,60634,41.95469,-87.800991,2,72718.0,0.005658742506057024,7.09999999999994,0.0,2007,22,168.4,12.75,30.0,21815.399999999998,0.9529322380200028,0.07214896695222706,50.52,0.2241711090167084,17749.99999999985,27.55145020644023
6,2007-05-29,60642,41.896282,-87.655232,1,18312.0,0.0014249965315684676,,,2007,22,168.4,12.75,16.100000858306885,2948.232157173157,0.23996941591612994,0.018168705777497962,27.112401445388794,0.2241711090167084,,
7,2007-05-29,60643,41.712268,-87.67489119999999,11,51836.0,0.004033754579722881,7.2999999999999945,0.0,2007,22,168.4,12.75,37.30000114440918,19334.82859321594,0.6792842712253332,0.05143037089146674,62.81320192718506,0.2241711090167084,18249.999999999985,23.74964366240649
8,2007-05-29,60645,42.01743,-87.68776899999999,1,46913.0,0.0036506585311144595,2.3000000000000007,0.0,2007,22,168.4,12.75,35.0,16419.55,0.614770896639675,0.04654589627170936,58.94,0.2241711090167084,5750.000000000002,64.01371709661379
9,2007-05-29,60646,41.994991,-87.769279,1,28314.0,0.0022033285349607468,4.5999999999999694,0.0,2007,22,168.4,12.75,39.900001525878906,11297.286432037354,0.3710405252873898,0.02809243882074952,67.19160256958008,0.1894471262063698,11499.999999999924,18.61076911721482
10,2007-05-29,60647,41.919343,-87.694259,1,87146.0,0.006781495176255703,4.0,0.0,2007,22,168.4,12.75,23.899999141693115,20827.893252019883,1.1420037876814604,0.08646406349726021,40.24759855461121,0.371672408834275,10000.0,77.41153255921371
11,2007-05-29,60651,41.907645,-87.760886,1,61150.0,0.004758548457175493,3.5,0.0,2007,22,168.4,12.75,32.20000076293945,19690.300466537476,0.8013395601883531,0.06067149282898754,54.22480128479004,0.2241711090167084,8750.0,50.44567419949618
12,2007-05-29,60654,41.891118,-87.65449100000001,1,15885.0,0.0012361330445855856,0.6000000000000008,0.0,2007,22,168.4,12.75,9.200000047683716,1461.4200075745582,0.2081648047082126,0.015760696318466216,15.492800080299379,0.2241711090167084,1500.0000000000018,21.840542922479646
13,2007-05-29,60656,41.974089,-87.824812,5,27468.0,0.0021374947391450405,3.300000000000008,0.0,2007,22,168.4,12.75,33.89999961853027,9311.651895217896,0.3599541140720248,0.027253057924099267,57.08759935760499,0.2241711090167084,8250.00000000002,25.301858571254847
14,2007-06-05,60605,41.869215999999994,-87.627561,1,24972.0,0.0019432619446888566,1.1999999999999995,0.8000000000000003,2007,23,168.4,12.75,16.699999809265137,4170.32395236969,0.3272453114856035,0.02477658979478292,28.12279967880249,0.2241711090167084,2999.9999999999986,31.16220484538855
15,2007-06-05,60607,41.868077,-87.666901,8,25134.0,0.0019558684434741735,2.3000000000000065,0.0,2007,23,168.4,12.75,14.899999618530273,3744.965904121399,0.32936824588105085,0.024937322654295713,25.09159935760498,0.2241711090167084,5750.000000000016,14.600228868811332
16,2007-06-05,60608,41.867108,-87.654224,4,78794.0,0.006131562404334545,6.400000000000033,0.20000000000000104,2007,23,168.4,12.75,26.1000018119812,20565.235427732467,1.0325551088899374,0.07817742065526545,43.95240305137634,0.2241711090167084,16000.000000000084,28.8133227064029
17,2007-06-05,60613,41.878114000000004,-87.629798,3,49536.0,0.003854774171486497,2.199999999999994,0.399999999999999,2007,23,168.4,12.75,18.0,8916.48,0.6491439704783261,0.049148370686452836,30.312,0.1894471262063698,5499.9999999999845,30.712754761392308
18,2007-06-05,60614,41.921691249999995,-87.65786250000001,7,68363.0,0.0053198467940092095,3.2000000000000037,0.2999999999999989,2007,23,168.4,12.75,20.699999809265137,14151.140869607925,0.8958622001111509,0.06782804662361742,34.85879967880249,0.371672408834275,8000.000000000009,65.7448576845041
19,2007-06-05,60618,41.949616500000005,-87.700931,5,97413.0,0.007580448873341083,5.1000000000000085,0.0,2007,23,168.4,12.75,27.40000009536743,26691.16209290028,1.2765475902706385,0.0966507231350988,46.141600160598756,0.2241711090167084,12750.000000000022,46.92852868478566
20,2007-06-05,60619,41.725516999999996,-87.61425799999999,1,64922.0,0.005052076186984778,6.0,0.0,2007,23,168.4,12.75,33.60000038146973,21813.792247657773,0.8507696298882367,0.06441397138405593,56.58240064239502,0.2241711090167084,15000.0,32.60014666678346
21,2007-06-05,60620,41.7280895,-87.649806,2,73253.0,0.0057003749534487716,7.099999999999983,0.0,2007,23,168.4,12.75,35.89999866485596,26297.826021966936,0.9599431421607731,0.07267978065647183,60.45559775161743,0.2241711090167084,17749.999999999956,33.21246661449462
22,2007-06-05,60622,41.906638,-87.701431,3,54272.0,0.00422331877052784,2.5,0.0,2007,23,168.4,12.75,21.399998664855957,11614.207275390625,0.7112068809568882,0.053847314324229956,36.03759775161743,0.2241711090167084,6250.0,41.657115604387826
23,2007-06-05,60623,41.846075,-87.716277,1,85158.0,0.0066267941147089005,5.4,0.10000000000000021,2007,23,168.4,12.75,33.400001525878906,28442.77329940796,1.115952128916979,0.08449162496253848,56.24560256958008,0.2241711090167084,13500.0,47.2299854373267
24,2007-06-05,60625,41.963976,-87.69181,1,78966.0,0.006144947372376919,3.899999999999995,0.0,2007,23,168.4,12.75,26.5,20925.99,1.034809137508273,0.07834807899780571,44.626000000000005,0.17765702231977454,9749.999999999987,38.12973407685522
25,2007-06-05,60626,42.006858,-87.675919,2,51061.0,0.003973446320742369,1.7000000000000004,0.5,2007,23,168.4,12.75,23.5,11999.335,0.6691283604130149,0.0506614405894652,39.574,0.1894471262063698,4250.000000000001,53.487988991470814
26,2007-06-05,60630,41.967576333333334,-87.757026,4,57886.0,0.0045045516453683385,4.799999999999981,0.0,2007,23,168.4,12.75,31.699999809265137,18349.86188959122,0.7585664970800282,0.057433033478446326,53.38279967880249,0.3251583221373412,11999.999999999953,49.72175252892871
27,2007-06-05,60631,42.00328633333333,-87.80089200000002,12,28899.0,0.002248851815238595,3.7000000000000024,0.0,2007,23,168.4,12.75,35.20000076293945,10172.448220481872,0.3787066456861794,0.028672860644292086,59.27680128479005,0.17765702231977454,9250.000000000005,19.53737146543673
28,2007-06-05,60634,41.95251216666667,-87.79822,14,72718.0,0.005658742506057024,7.09999999999994,0.0,2007,23,168.4,12.75,30.0,21815.399999999998,0.9529322380200028,0.07214896695222706,50.52,0.17765702231977454,17749.99999999985,21.834698618111787
29,2007-06-05,60638,41.801497999999995,-87.763416,1,56033.0,0.00436035543680191,11.100000000000016,0.0,2007,23,168.4,12.75,32.900001525878906,18434.857854995727,0.7342838555574417,0.05559453181922436,55.40360256958008,0.17765702231977454,27750.00000000004,11.802097129394026
30,2007-06-05,60639,41.918704999999996,-87.752329,1,91934.0,0.007154086139053106,4.900000000000007,0.0,2007,23,168.4,12.75,32.200000286102295,29602.74826302528,1.2047481058165432,0.0912145982729271,54.224800481796265,0.17765702231977454,12250.000000000016,42.931723337885245
31,2007-06-05,60641,41.948167,-87.730698,3,70730.0,0.005504040978848934,4.0,0.0,2007,23,168.4,12.75,29.700000762939453,21006.810539627077,0.9268805008381605,0.07017652248032391,50.01480128479004,0.17765702231977454,10000.0,37.320074089058025
32,2007-06-05,60642,41.896282,-87.655232,2,18312.0,0.0014249965315684676,,,2007,23,168.4,12.75,16.100000858306885,2948.232157173157,0.23996941591612994,0.018168705777497962,27.112401445388794,0.17765702231977454,,
33,2007-06-05,60643,41.7209876,-87.67505179999999,9,51836.0,0.004033754579722881,7.2999999999999945,0.0,2007,23,168.4,12.75,37.30000114440918,19334.82859321594,0.6792842712253332,0.05143037089146674,62.81320192718506,0.1894471262063698,18249.999999999985,20.07083678179458
34,2007-06-05,60647,41.919343,-87.694259,2,87146.0,0.006781495176255703,4.0,0.0,2007,23,168.4,12.75,23.899999141693115,20827.893252019883,1.1420037876814604,0.08646406349726021,40.24759855461121,0.3251583221373412,10000.0,67.72362823482436
35,2007-06-05,60651,41.907645,-87.760886,3,61150.0,0.004758548457175493,3.5,0.0,2007,23,168.4,12.75,32.20000076293945,19690.300466537476,0.8013395601883531,0.06067149282898754,54.22480128479004,0.17765702231977454,8750.0,39.97851599390532
36,2007-06-05,60654,41.891118,-87.65449100000001,1,15885.0,0.0012361330445855856,0.6000000000000008,0.0,2007,23,168.4,12.75,9.200000047683716,1461.4200075745582,0.2081648047082126,0.015760696318466216,15.492800080299379,0.17765702231977454,1500.0000000000018,17.308768460282536
37,2007-06-05,60655,41.682587,-87.707973,11,28173.0,0.0021923561580479145,4.399999999999986,0.0,2007,23,168.4,12.75,32.5,9156.225,0.3691927770152688,0.02795254101511091,54.73,0.17765702231977454,10999.999999999965,14.787887901726208
38,2007-06-05,60656,41.976714,-87.82081699999999,5,27468.0,0.0021374947391450405,3.300000000000008,0.0,2007,23,168.4,12.75,33.89999961853027,9311.651895217896,0.3599541140720248,0.027253057924099267,57.087599357604994,0.17765702231977454,8250.00000000002,20.051883013123547
39,2007-06-05,60659,41.986921,-87.689778,2,39657.0,0.00308601395227015,2.0,0.0,2007,23,168.4,12.75,33.29999923706055,13205.780697441101,0.5196847495622933,0.039346677891444415,56.07719871520996,0.17765702231977454,5000.0,46.921993522306835
40,2007-06-05,60660,41.994469,-87.667736,1,42060.0,0.003273009555414319,1.2999999999999987,0.19999999999999987,2007,23,168.4,12.75,20.800000190734863,8748.480080223084,0.5511748091317713,0.04173087183153257,35.02720032119751,0.17765702231977454,3249.999999999997,47.82242833465529
41,2007-06-05,60707,41.916265,-87.800515,11,42712.0,0.0033237466122955084,3.600000000000012,0.0,2007,23,168.4,12.75,31.299999237060547,13368.855674133301,0.5597189295105637,0.04237776930676773,52.70919871520996,0.1894471262063698,9000.000000000031,28.14101431258073
42,2007-06-05,60803,41.662014,-87.72460799999999,7,22945.0,0.0017855255864560606,,,2007,23,168.4,12.75,31.699999809265137,7273.564956235886,0.3006825087592006,0.022765451227314774,53.38279967880249,0.3251583221373412,,
43,2007-06-26,60607,41.868077,-87.666901,30,25134.0,0.0019558684434741735,2.3000000000000065,0.0,2007,26,168.4,12.75,14.899999618530273,3744.9659041213986,0.32936824588105085,0.024937322654295713,25.09159935760498,0.17765702231977454,5750.000000000016,11.57077376026588
44,2007-06-26,60608,41.853651,-87.67322275000001,5,78794.0,0.006131562404334545,6.400000000000033,0.20000000000000104,2007,26,168.4,12.75,26.1000018119812,20565.235427732467,1.0325551088899374,0.07817742065526545,43.95240305137634,0.17765702231977454,16000.000000000084,22.83474055872541
45,2007-06-26,60611,41.891126,-87.61156,2,29722.0,0.0023128956090658907,0.8000000000000004,0.6,2007,26,168.4,12.75,23.69999933242798,7044.113801584244,0.389491620566696,0.02948941901559011,39.910798875808716,0.17765702231977454,2000.000000000001,62.57181414355417
46,2007-06-26,60612,41.86846366666666,-87.69627700000001,3,36052.0,0.0028054811991751194,3.699999999999998,0.0,2007,26,168.4,12.75,29.699999809265137,10707.443931236267,0.4724430339410901,0.03576988528948277,50.01479967880249,0.17765702231977454,9249.999999999995,20.56489303220948
47,2007-06-26,60613,41.878114000000004,-87.629798,1,49536.0,0.003854774171486497,2.199999999999994,0.399999999999999,2007,26,168.4,12.75,18.0,8916.48,0.6491439704783261,0.049148370686452836,30.312,0.17765702231977454,5499.9999999999845,28.801368843160503
48,2007-06-26,60614,41.9216,-87.666455,2,68363.0,0.0053198467940092095,3.2000000000000037,0.2999999999999989,2007,26,168.4,12.75,20.699999809265137,14151.140869607925,0.8958622001111509,0.06782804662361742,34.85879967880249,0.17765702231977454,8000.000000000009,31.425619366527574
49,2007-06-26,60618,41.946731666666665,-87.70038299999999,8,97413.0,0.007580448873341083,5.1000000000000085,0.0,2007,26,168.4,12.75,27.40000009536743,26691.16209290028,1.2765475902706385,0.0966507231350988,46.141600160598756,0.1894471262063698,12750.000000000022,39.65932512633995
50,2007-06-26,60622,41.906638,-87.701431,5,54272.0,0.00422331877052784,2.5,0.0,2007,26,168.4,12.75,21.399998664855957,11614.207275390625,0.7112068809568882,0.053847314324229956,36.03759775161743,0.3251583221373412,6250.0,60.423298409941076
51,2007-06-26,60623,41.852652,-87.719887,6,85158.0,0.0066267941147089005,5.4,0.10000000000000021,2007,26,168.4,12.75,33.400001525878906,28442.77329940796,1.115952128916979,0.08449162496253848,56.24560256958008,0.17765702231977454,13500.0,37.430062302883016
52,2007-06-26,60625,41.963976,-87.69181,1,78966.0,0.006144947372376919,3.899999999999995,0.0,2007,26,168.4,12.75,26.5,20925.99,1.034809137508273,0.07834807899780571,44.626000000000005,0.17765702231977454,9749.999999999987,38.12973407685522
53,2007-06-26,60626,42.006858,-87.675919,2,51061.0,0.003973446320742369,1.7000000000000004,0.5,2007,26,168.4,12.75,23.5,11999.335,0.6691283604130149,0.0506614405894652,39.574,0.17765702231977454,4250.000000000001,50.15920296276355
